center,left,right,steering,throttle,reverse,speed
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_457.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_457.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_457.jpg,-0.15,1,0,30.18462
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_542.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_542.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_542.jpg,0,1,0,30.18471
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_627.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_627.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_627.jpg,0,1,0,30.18982
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_706.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_706.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_706.jpg,0,1,0,30.19022
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_787.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_787.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_787.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_867.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_867.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_867.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_33_943.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_33_943.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_33_943.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_026.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_026.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_026.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_104.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_104.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_104.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_188.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_188.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_188.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_274.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_274.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_274.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_359.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_359.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_359.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_443.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_443.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_443.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_528.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_528.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_528.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_612.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_612.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_612.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_685.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_685.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_685.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_762.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_762.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_762.jpg,0,1,0,30.19043
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_847.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_847.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_847.jpg,0,1,0,30.19033
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_34_932.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_34_932.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_34_932.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_012.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_012.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_012.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_095.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_095.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_095.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_178.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_178.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_178.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_258.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_258.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_258.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_342.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_342.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_342.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_418.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_418.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_418.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_489.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_489.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_489.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_578.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_578.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_578.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_660.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_660.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_660.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_743.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_743.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_743.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_830.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_830.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_830.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_913.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_913.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_913.jpg,0,1,0,30.1902
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_35_995.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_35_995.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_35_995.jpg,0,0.9254194,0,30.16643
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_077.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_077.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_077.jpg,0,0.6785158,0,30.10345
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_157.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_157.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_157.jpg,0,0.7595716,0,30.10549
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_232.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_232.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_232.jpg,0,0.9854928,0,30.17725
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_308.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_308.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_308.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_391.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_391.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_391.jpg,-0.2,1,0,30.17984
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_475.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_475.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_475.jpg,0,1,0,30.19005
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_557.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_557.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_557.jpg,0,1,0,30.18988
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_642.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_642.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_642.jpg,0,1,0,30.1902
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_712.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_712.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_712.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_795.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_795.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_795.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_878.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_878.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_878.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_36_953.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_36_953.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_36_953.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_041.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_041.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_041.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_127.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_127.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_127.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_206.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_206.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_206.jpg,0,1,0,30.19022
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_276.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_276.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_276.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_348.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_348.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_348.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_425.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_425.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_425.jpg,0,1,0,30.19041
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_503.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_503.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_503.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_581.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_581.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_581.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_656.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_656.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_656.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_739.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_739.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_739.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_816.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_816.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_816.jpg,-0.15,1,0,30.18424
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_896.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_896.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_896.jpg,-0.35,1,0,30.1635
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_37_977.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_37_977.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_37_977.jpg,0,0.7591357,0,30.12346
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_054.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_054.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_054.jpg,0,0.5216509,0,30.06271
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_130.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_130.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_130.jpg,0,0.2934063,0,30.02717
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_212.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_212.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_212.jpg,0,0.05073094,0,29.89226
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_284.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_284.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_284.jpg,0,0,0,29.72277
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_361.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_361.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_361.jpg,0,0,0,29.48326
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_445.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_445.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_445.jpg,0,0.0608514,0,29.24617
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_519.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_519.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_519.jpg,0,0.2818518,0,29.19538
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_599.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_599.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_599.jpg,0,0.040578,0,29.12111
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_684.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_684.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_684.jpg,0,0.2952006,0,29.03744
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_764.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_764.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_764.jpg,0,0.05565598,0,28.98574
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_839.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_839.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_839.jpg,0,0.1569975,0,28.80217
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_918.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_918.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_918.jpg,0,0,0,28.62281
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_38_992.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_38_992.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_38_992.jpg,0,0.0727326,0,28.41723
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_070.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_070.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_070.jpg,0,0,0,28.25719
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_149.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_149.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_149.jpg,0,0.1547634,0,28.05682
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_226.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_226.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_226.jpg,0,0.07814131,0,28.02018
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_303.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_303.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_303.jpg,0,0.1504389,0,27.83078
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_370.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_370.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_370.jpg,0,0.1356462,0,27.78402
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_452.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_452.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_452.jpg,0,0.1502859,0,27.60384
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_526.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_526.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_526.jpg,0,0,0,27.47654
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_606.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_606.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_606.jpg,0,0.1546938,0,27.28218
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_685.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_685.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_685.jpg,0,0.2387247,0,27.31404
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_762.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_762.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_762.jpg,0,0.007325701,0,27.21036
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_828.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_828.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_828.jpg,0,0,0,27.03925
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_912.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_912.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_912.jpg,-0.2,0,0,26.80416
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_39_992.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_39_992.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_39_992.jpg,0,0,0,26.53268
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_069.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_069.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_069.jpg,0,0,0,26.37246
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_146.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_146.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_146.jpg,0,0,0,26.16031
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_225.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_225.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_225.jpg,-0.2,0,0,25.93311
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_299.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_299.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_299.jpg,0,0,0,25.66406
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_372.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_372.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_372.jpg,0,0,0,25.45334
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_448.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_448.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_448.jpg,0,0,0,25.29881
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_521.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_521.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_521.jpg,-0.1,0,0,25.09345
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_595.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_595.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_595.jpg,-0.3,0,0,24.85041
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_668.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_668.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_668.jpg,0,0,0,24.67248
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_745.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_745.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_745.jpg,0,0,0,24.46972
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_818.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_818.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_818.jpg,0,0,0,24.27202
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_890.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_890.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_890.jpg,-0.15,0,0,24.11964
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_40_965.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_40_965.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_40_965.jpg,0,0,0,23.90356
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_041.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_041.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_041.jpg,0,0,0,23.70948
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_110.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_110.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_110.jpg,0,0,0,23.56586
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_183.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_183.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_183.jpg,0,0,0,23.37635
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_254.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_254.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_254.jpg,0,0,0,23.18838
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_346.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_346.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_346.jpg,-0.2,0,0,22.98528
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_420.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_420.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_420.jpg,-0.4,0,0,22.72256
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_495.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_495.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_495.jpg,0,0,0,22.45644
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_568.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_568.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_568.jpg,0,0,0,22.31155
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_638.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_638.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_638.jpg,0,0,0,22.12881
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_714.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_714.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_714.jpg,0,0,0,21.95008
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_787.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_787.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_787.jpg,0,0,0,21.81655
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_860.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_860.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_860.jpg,0,0,0,21.6412
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_41_934.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_41_934.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_41_934.jpg,0,0.1463022,0,21.53717
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_42_005.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_42_005.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_42_005.jpg,0,0.3602829,0,21.58024
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_42_078.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_42_078.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_42_078.jpg,0,0.5803062,0,21.8626
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_42_162.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_42_162.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_42_162.jpg,0,0.8312868,0,22.3657
C:\Users\HP\Data\IMG\center_2020_08_25_13_54_42_236.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_13_54_42_236.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_13_54_42_236.jpg,0,1,0,23.10585
